64.68.82.33 - - [05/Jan/2004:01:09:16 +0100] "GET /Topics.shtml HTTP/1.0" 404 - "-" "Googlebot/2.1 (+http://www.googlebot.com/bot.html)"
64.68.82.178 - - [05/Jan/2004:01:13:58 +0100] "GET /Panel.html HTTP/1.0" 200 1142 "-" "Googlebot/2.1 (+http://www.googlebot.com/bot.html)"
64.68.82.13 - - [05/Jan/2004:01:17:54 +0100] "GET /Steering.shtml HTTP/1.0" 404 - "-" "Googlebot/2.1 (+http://www.googlebot.com/bot.html)"
64.68.82.54 - - [05/Jan/2004:01:19:59 +0100] "GET /RelatedLinks.html HTTP/1.0" 200 1086 "-" "Googlebot/2.1 (+http://www.googlebot.com/bot.html)"
64.68.82.27 - - [05/Jan/2004:01:24:32 +0100] "GET /Veroeffentlichungen.html HTTP/1.0" 200 6240 "-" "Googlebot/2.1 (+http://www.googlebot.com/bot.html)"
64.68.82.202 - - [05/Jan/2004:01:26:59 +0100] "GET /Awards.html HTTP/1.0" 200 2981 "-" "Googlebot/2.1 (+http://www.googlebot.com/bot.html)"
64.68.82.137 - - [05/Jan/2004:01:54:59 +0100] "GET /Benefits.html HTTP/1.0" 200 1725 "-" "Googlebot/2.1 (+http://www.googlebot.com/bot.html)"
202.111.177.252 - - [05/Jan/2004:02:40:47 +0100] "GET / HTTP/1.0" 304 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
202.111.177.252 - - [05/Jan/2004:02:40:52 +0100] "GET /menue.html HTTP/1.0" 304 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
202.111.177.252 - - [05/Jan/2004:02:40:53 +0100] "GET /cyberstyle.css HTTP/1.0" 304 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
202.111.177.252 - - [05/Jan/2004:02:40:55 +0100] "GET /Gifs/bgcolor.jpg HTTP/1.0" 304 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
202.111.177.252 - - [05/Jan/2004:02:41:02 +0100] "GET /hauptseite.html HTTP/1.0" 304 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
202.111.177.252 - - [05/Jan/2004:02:41:04 +0100] "GET /logos/IBM-Research.gif HTTP/1.0" 404 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
202.111.177.252 - - [05/Jan/2004:02:41:04 +0100] "GET /ieee-cs.gif HTTP/1.0" 304 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
202.111.177.252 - - [05/Jan/2004:02:41:04 +0100] "GET /logos/kais-logo.gif HTTP/1.0" 404 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
202.111.177.252 - - [05/Jan/2004:02:41:08 +0100] "GET /logos/logo-WIC.gif HTTP/1.0" 404 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
202.111.177.252 - - [05/Jan/2004:02:41:14 +0100] "GET /logos/CSIlogo.gif HTTP/1.0" 404 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
61.145.75.162 - - [05/Jan/2004:02:42:22 +0100] "GET / HTTP/1.0" 304 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; ~)"
61.145.75.162 - - [05/Jan/2004:02:42:32 +0100] "GET /favicon.ico HTTP/1.0" 404 - "http://www.avantbrowser.com" "Avant Browser (http://www.avantbrowser.com)"
61.145.75.162 - - [05/Jan/2004:02:42:36 +0100] "GET /menue.html HTTP/1.0" 304 - "http://icdm04.cs.uni-dortmund.de/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; ~)"
61.145.75.162 - - [05/Jan/2004:02:42:37 +0100] "GET /hauptseite.html HTTP/1.0" 304 - "http://icdm04.cs.uni-dortmund.de/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; ~)"
61.145.75.162 - - [05/Jan/2004:02:43:03 +0100] "GET /cyberstyle.css HTTP/1.0" 304 - "http://icdm04.cs.uni-dortmund.de/menue.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; ~)"
61.145.75.162 - - [05/Jan/2004:02:43:53 +0100] "GET /Gifs/bgcolor.jpg HTTP/1.0" 304 - "http://icdm04.cs.uni-dortmund.de/menue.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; ~)"
61.145.75.162 - - [05/Jan/2004:02:43:54 +0100] "GET /ieee-cs.gif HTTP/1.0" 304 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; ~)"
61.145.75.162 - - [05/Jan/2004:02:43:55 +0100] "GET /logos/CSIlogo.gif HTTP/1.0" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; ~)"
61.145.75.162 - - [05/Jan/2004:02:43:56 +0100] "GET /logos/IBM-Research.gif HTTP/1.0" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; ~)"
61.145.75.162 - - [05/Jan/2004:02:43:56 +0100] "GET /logos/kais-logo.gif HTTP/1.0" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; ~)"
61.145.75.162 - - [05/Jan/2004:02:44:00 +0100] "GET /logos/logo-WIC.gif HTTP/1.0" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; ~)"
202.111.177.252 - - [05/Jan/2004:02:45:27 +0100] "GET /logos/CSIlogo.gif HTTP/1.0" 404 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
202.111.177.252 - - [05/Jan/2004:02:45:29 +0100] "GET /logos/kais-logo.gif HTTP/1.0" 404 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
202.111.177.252 - - [05/Jan/2004:02:45:34 +0100] "GET /logos/logo-WIC.gif HTTP/1.0" 404 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
202.111.177.252 - - [05/Jan/2004:02:45:37 +0100] "GET /logos/IBM-Research.gif HTTP/1.0" 404 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
133.145.228.12 - - [05/Jan/2004:02:46:18 +0100] "GET / HTTP/1.0" 200 798 "http://www.deakin.edu.au/~pakdd04/" "Mozilla/4.78 [en] (Windows NT 5.0; U)"
133.145.228.12 - - [05/Jan/2004:02:46:22 +0100] "GET /menue.html HTTP/1.0" 200 4969 "http://www.deakin.edu.au/~pakdd04/" "Mozilla/4.78 [en] (Windows NT 5.0; U)"
133.145.228.12 - - [05/Jan/2004:02:46:22 +0100] "GET /hauptseite.html HTTP/1.0" 200 4352 "http://www.deakin.edu.au/~pakdd04/" "Mozilla/4.78 [en] (Windows NT 5.0; U)"
133.145.228.12 - - [05/Jan/2004:02:46:23 +0100] "GET /cyberstyle.css HTTP/1.0" 200 2601 "-" "Mozilla/4.78 [en] (Windows NT 5.0; U)"
133.145.228.12 - - [05/Jan/2004:02:46:24 +0100] "GET /cyberstyle.css HTTP/1.0" 200 2601 "-" "Mozilla/4.78 [en] (Windows NT 5.0; U)"
133.145.228.12 - - [05/Jan/2004:02:46:24 +0100] "GET /Gifs/bgcolor.jpg HTTP/1.0" 200 1377 "http://icdm04.cs.uni-dortmund.de/menue.html" "Mozilla/4.78 [en] (Windows NT 5.0; U)"
133.145.228.12 - - [05/Jan/2004:02:46:24 +0100] "GET /ieee-cs.gif HTTP/1.0" 200 3120 "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.78 [en] (Windows NT 5.0; U)"
133.145.228.12 - - [05/Jan/2004:02:46:25 +0100] "GET /logos/kais-logo.gif HTTP/1.0" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.78 [en] (Windows NT 5.0; U)"
133.145.228.12 - - [05/Jan/2004:02:46:25 +0100] "GET /logos/CSIlogo.gif HTTP/1.0" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.78 [en] (Windows NT 5.0; U)"
133.145.228.12 - - [05/Jan/2004:02:46:25 +0100] "GET /logos/logo-WIC.gif HTTP/1.0" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.78 [en] (Windows NT 5.0; U)"
133.145.228.12 - - [05/Jan/2004:02:46:30 +0100] "GET /logos/IBM-Research.gif HTTP/1.0" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.78 [en] (Windows NT 5.0; U)"
133.145.228.12 - - [05/Jan/2004:02:46:32 +0100] "GET /Daten.html HTTP/1.0" 200 1242 "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.78 [en] (Windows NT 5.0; U)"
133.145.228.12 - - [05/Jan/2004:02:46:38 +0100] "GET /logos/IBM-Research.gif HTTP/1.0" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.78 [en] (Windows NT 5.0; U)"
133.145.228.12 - - [05/Jan/2004:02:46:38 +0100] "GET /logos/kais-logo.gif HTTP/1.0" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.78 [en] (Windows NT 5.0; U)"
133.145.228.12 - - [05/Jan/2004:02:46:41 +0100] "GET /cfp-04-brochure.pdf HTTP/1.0" 200 17760 "http://icdm04.cs.uni-dortmund.de/menue.html" "Mozilla/4.78 [en] (Windows NT 5.0; U)"
133.145.228.12 - - [05/Jan/2004:02:46:47 +0100] "GET /Veroeffentlichungen.html HTTP/1.0" 200 6240 "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.78 [en] (Windows NT 5.0; U)"
152.83.70.157 - - [05/Jan/2004:03:16:46 +0100] "GET / HTTP/1.1" 200 798 "http://www.deakin.edu.au/~pakdd04/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)"
152.83.70.157 - - [05/Jan/2004:03:16:46 +0100] "GET /menue.html HTTP/1.1" 200 4969 "http://icdm04.cs.uni-dortmund.de/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)"
152.83.70.157 - - [05/Jan/2004:03:16:47 +0100] "GET /hauptseite.html HTTP/1.1" 200 4352 "http://icdm04.cs.uni-dortmund.de/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)"
152.83.70.157 - - [05/Jan/2004:03:16:47 +0100] "GET /ieee-cs.gif HTTP/1.1" 200 3120 "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)"
152.83.70.157 - - [05/Jan/2004:03:16:47 +0100] "GET /logos/CSIlogo.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)"
152.83.70.157 - - [05/Jan/2004:03:16:47 +0100] "GET /logos/IBM-Research.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)"
